060-0000 北海道 札幌市中央区 
069-0866 北海道 江別市 大麻晴美町
069-0867 北海道 江別市 元野幌
069-1131 北海道 夕張郡由仁町 三川泉町
069-1132 北海道 夕張郡由仁町 三川錦町
069-1133 北海道 夕張郡由仁町 三川旭町
069-1134 北海道 夕張郡由仁町 三川緑町
069-1135 北海道 夕張郡由仁町 西三川
069-1136 北海道 夕張郡由仁町 熊本
069-1141 北海道 夕張郡由仁町 川端
069-1142 北海道 夕張郡由仁町 東三川
069-1143 北海道 夕張郡由仁町 中三川
069-1144 北海道 夕張郡由仁町 本三川
069-1181 北海道 千歳市 東丘
069-1182 北海道 千歳市 協和
069-1183 北海道 千歳市 幌加
069-1184 北海道 千歳市 新川
069-1200 北海道 夕張郡由仁町 
069-1201 北海道 夕張郡由仁町 北栄
069-1202 北海道 夕張郡由仁町 古川
069-1203 北海道 夕張郡由仁町 東栄
069-1204 北海道 夕張郡由仁町 新光
069-1205 北海道 夕張郡由仁町 中央
069-1206 北海道 夕張郡由仁町 本町
069-1207 北海道 夕張郡由仁町 馬追
069-1208 北海道 夕張郡由仁町 山形
069-1211 北海道 夕張郡由仁町 岩内
069-1212 北海道 夕張郡由仁町 山桝
069-1213 北海道 夕張郡由仁町 本三川
069-1214 北海道 夕張郡由仁町 西三川
069-1215 北海道 夕張郡由仁町 熊本
069-1216 北海道 夕張郡由仁町 古山
069-1217 北海道 夕張郡由仁町 光栄
069-1218 北海道 夕張郡由仁町 伏見
069-1219 北海道 夕張郡由仁町 東光
069-1292 北海道 夕張郡由仁町 新光
069-1293 北海道 夕張郡由仁町 新光
069-1295 北海道 夕張郡由仁町 新光
069-1296 北海道 夕張郡由仁町 本町
069-1297 北海道 夕張郡由仁町 本町
069-1298 北海道 夕張郡由仁町 中央
069-1300 北海道 夕張郡長沼町 
069-1301 北海道 夕張郡長沼町 １区
069-1302 北海道 夕張郡長沼町 ２区
069-1303 北海道 夕張郡長沼町 ３区
069-1304 北海道 夕張郡長沼町 ４区
069-1304 北海道 夕張郡長沼町 北市区
069-1305 北海道 夕張郡長沼町 ５区
069-1306 北海道 夕張郡長沼町 ６区
069-1307 北海道 夕張郡長沼町 ７区
069-1308 北海道 夕張郡長沼町 ８区
069-1309 北海道 夕張郡長沼町 ９区
069-1310 北海道 夕張郡長沼町 １０区
069-1311 北海道 夕張郡長沼町 １１区
069-1311 北海道 夕張郡長沼町 フシコ
069-1312 北海道 夕張郡長沼町 １２区
069-1313 北海道 夕張郡長沼町 １３区
069-1314 北海道 夕張郡長沼町 １４区
069-1315 北海道 夕張郡長沼町 １５区
069-1315 北海道 夕張郡長沼町 南町
069-1316 北海道 夕張郡長沼町 １６区
069-1316 北海道 夕張郡長沼町 加賀団体
069-1317 北海道 夕張郡長沼町 東１線北
069-1317 北海道 夕張郡長沼町 東２線北
069-1317 北海道 夕張郡長沼町 東３線北
069-1317 北海道 夕張郡長沼町 東４線北
069-1317 北海道 夕張郡長沼町 東５線北
069-1317 北海道 夕張郡長沼町 東６線北
069-1317 北海道 夕張郡長沼町 東７線北
069-1317 北海道 夕張郡長沼町 東８線北
069-1317 北海道 夕張郡長沼町 東９線北
069-1317 北海道 夕張郡長沼町 東１０線北
069-1317 北海道 夕張郡長沼町 東１１線北
069-1318 北海道 夕張郡長沼町 西１線北
069-1318 北海道 夕張郡長沼町 西２線北
069-1318 北海道 夕張郡長沼町 西３線北
069-1318 北海道 夕張郡長沼町 西４線北
069-1318 北海道 夕張郡長沼町 西５線北
069-1318 北海道 夕張郡長沼町 西６線北
069-1318 北海道 夕張郡長沼町 西７線北
069-1318 北海道 夕張郡長沼町 西８線北
069-1320 北海道 夕張郡長沼町 市街地
069-1321 北海道 夕張郡長沼町 馬追
069-1322 北海道 夕張郡長沼町 馬追原野
069-1329 北海道 夕張郡長沼町 ２９区
069-1329 北海道 夕張郡長沼町 木詰
069-1329 北海道 夕張郡長沼町 幌向原野
069-1331 北海道 夕張郡長沼町 銀座
069-1332 北海道 夕張郡長沼町 中央
069-1333 北海道 夕張郡長沼町 本町
069-1334 北海道 夕張郡長沼町 錦町北
069-1334 北海道 夕張郡長沼町 錦町南
069-1335 北海道 夕張郡長沼町 あかね
069-1336 北海道 夕張郡長沼町 川沿
069-1336 北海道 夕張郡長沼町 栄町
069-1341 北海道 夕張郡長沼町 宮下
069-1342 北海道 夕張郡長沼町 東町
069-1343 北海道 夕張郡長沼町 旭町
069-1344 北海道 夕張郡長沼町 曙町
069-1345 北海道 夕張郡長沼町 しらかば
069-1346 北海道 夕張郡長沼町 西町
069-1347 北海道 夕張郡長沼町 北町
069-1392 北海道 夕張郡長沼町 中央
069-1393 北海道 夕張郡長沼町 銀座
069-1394 北海道 夕張郡長沼町 馬追
069-1395 北海道 夕張郡長沼町 東６線北
069-1451 北海道 夕張郡長沼町 東１線南
069-1452 北海道 夕張郡長沼町 東２線南
069-1453 北海道 夕張郡長沼町 東３線南
069-1454 北海道 夕張郡長沼町 東４線南
069-1455 北海道 夕張郡長沼町 東５線南
069-1456 北海道 夕張郡長沼町 東６線南
069-1457 北海道 夕張郡長沼町 東７線南
069-1458 北海道 夕張郡長沼町 東８線南
069-1459 北海道 夕張郡長沼町 東９線南
069-1460 北海道 夕張郡長沼町 東１０線南
069-1461 北海道 夕張郡長沼町 東１１線南
069-1462 北海道 夕張郡長沼町 東１２線南
069-1463 北海道 夕張郡長沼町 東１３線南
069-1464 北海道 夕張郡長沼町 幌内
069-1471 北海道 夕張郡長沼町 西１線南
069-1472 北海道 夕張郡長沼町 西２線南
069-1473 北海道 夕張郡長沼町 西３線南
069-1474 北海道 夕張郡長沼町 西４線南
069-1475 北海道 夕張郡長沼町 西５線南
069-1476 北海道 夕張郡長沼町 西６線南
069-1477 北海道 夕張郡長沼町 西７線南
069-1478 北海道 夕張郡長沼町 西８線南
069-1479 北海道 夕張郡長沼町 西９線南
069-1480 北海道 夕張郡長沼町 西１０線南
069-1481 北海道 夕張郡長沼町 西１１線南
069-1482 北海道 夕張郡長沼町 西１２線南
069-1483 北海道 夕張郡長沼町 西１３線南
069-1484 北海道 夕張郡長沼町 西１４線南
069-1485 北海道 夕張郡長沼町 ３０区
069-1500 北海道 夕張郡栗山町 
069-1501 北海道 夕張郡栗山町 桜丘
069-1502 北海道 夕張郡栗山町 鳩山
069-1502 北海道 夕張郡栗山町 森
069-1503 北海道 夕張郡栗山町 雨煙別
069-1503 北海道 夕張郡栗山町 緑丘
069-1504 北海道 夕張郡栗山町 北学田
069-1505 北海道 夕張郡栗山町 桜山
069-1505 北海道 夕張郡栗山町 本沢
069-1506 北海道 夕張郡栗山町 杵臼
069-1507 北海道 夕張郡栗山町 旭台
069-1508 北海道 夕張郡栗山町 湯地
069-1511 北海道 夕張郡栗山町 中央
069-1512 北海道 夕張郡栗山町 松風
069-1513 北海道 夕張郡栗山町 朝日
069-1521 北海道 夕張郡栗山町 錦
069-1522 北海道 夕張郡栗山町 中里
069-1523 北海道 夕張郡栗山町 共和
069-1524 北海道 夕張郡栗山町 角田
069-1525 北海道 夕張郡栗山町 三日月
069-1526 北海道 夕張郡栗山町 富士
069-8501 北海道 江別市 文京台緑町
069-8511 北海道 江別市 文京台
069-8533 北海道 江別市 文京台緑町
069-8555 北海道 江別市 文京台
069-8585 北海道 江別市 西野幌
